Tiempo,Temperatura
0,23.58544222294137
1,23.023559158715024
2,24.28360016161849
3,23.747456743292336
4,24.524535846162653
5,25.19158267642262
6,24.858312958323122
7,25.556847503628198
8,24.474462330845082
9,25.854055437826087
10,25.26255669284754
11,25.90614257286464
12,25.87262448619841
13,26.545510857338503
14,27.149091657713306
15,27.15655341073282
16,27.185853191237275
17,27.46588116969532
18,27.520380204103247
19,27.138882604736988
20,27.882792124770827
21,28.4766592179404
22,29.401430479419435
23,29.19781775771992
24,28.757851093553217
25,29.16658309511209
26,28.72889933010527
27,29.65214277934423
28,29.61967408708921
29,31.466496869664393
30,30.510626903049282
31,30.10331905379308
32,30.35436792663429
33,30.95889154075553
34,30.56891750097594
35,31.806773719924884
36,31.20658675924987
37,31.24922916831347
38,31.694639156146756
39,31.975008037002677
40,32.01509171506904
41,32.502981208546565
42,33.024958029467
43,32.22096134713699
44,33.240908924345085
45,33.87802803950793
46,33.532672714246864
47,33.770049864205895
48,33.24364004981712
49,33.7885742183428
50,34.74589057353805
51,34.58826691499831
52,35.24012425421805
53,34.30798705268186
54,35.017903289234894
55,34.41793294384461
56,35.38374363815988
57,35.559781567124226
58,35.558733466273985
59,35.76941324376984
60,36.68807508176505
61,35.80048619783476
62,36.23412928302219
63,35.97846950079247
64,36.34220785326816
65,36.27576671087732
66,36.156507915291904
67,36.448025820241405
68,37.0826347680009
69,37.2828060862094
70,36.37079084043805
71,38.43237301740127
72,37.949132800065726
73,36.57761474155315
74,38.29780116524587
75,38.89906052397139
76,38.326594378532924
77,38.179194378050155
78,38.213467090159185
79,38.1519318421135
80,40.06346373574285
81,38.15815079904553
82,38.91193633724181
83,38.94949803642738
84,39.82415517230499
85,38.78945657001227
86,38.95103224489047
87,39.707691484875426
88,39.376609950135055
89,39.47189931023856
90,39.11387636893595
91,38.93115626949905
92,39.93085093484963
93,40.53543687521578
94,39.96371757109559
95,40.30858141956318
96,39.86256333475147
97,40.15812003150949
98,41.582721893049786
99,41.74167551430959
100,41.40211975933654
101,41.83755237553408
102,41.25681999424609
103,41.633181568289096
104,41.419287083833204
105,41.94142101423006
106,41.4279821561748
107,41.82684188398955
108,41.46191837104831
109,42.30095845063757
110,41.78582604624576
111,42.418678375427525
112,41.43201685003233
113,42.27452787581968
114,42.75029912934593
115,43.13675773774279
116,43.584364444705336
117,42.873988662131026
118,43.22775485732321
119,42.514498652938975
120,42.60488461167763
121,42.42459653685471
122,42.59672329624828
123,43.71993266537279
124,43.314051880507385
125,42.51953587565256
126,43.33816364578745
127,42.762310497349304
128,44.219304909256806
129,43.56837845243801
130,43.34326114630855
131,44.246468561267164
132,42.93391627245831
133,44.32078899277328
134,43.311926700514064
135,44.49615020408495
136,43.240018716266505
137,44.30575063962882
138,44.23945021082172
139,43.05470267956366
140,44.5790123144896
141,44.310691410367156
142,45.05212601308193
143,45.18387925539304
144,44.63543306440954
145,44.675230788934506
146,45.12083627280914
147,44.99798761471766
148,45.64875053765085
149,44.05653814417693
150,44.91741193319574
151,45.59782248696566
152,44.58051421146462
153,46.13656244017092
154,44.82745001620752
155,45.66968409589784
156,46.23869913086919
157,45.16971989778684
158,45.18074300204895
159,46.16859178068609
160,46.34300904757375
161,45.27433859763271
162,46.22612738482441
163,45.43105097588623
164,47.03666238918432
165,46.02485626145091
166,45.94939855884638
167,46.65963727278844
168,46.286451542734596
169,45.39709385758821
170,45.4168437865929
171,45.527335307627595
172,45.59454536484125
173,46.83186007968955
174,46.10983219482675
175,46.74051515171974
176,47.23744591302498
177,46.84811354805395
178,46.09182070804619
179,46.35951594544437
180,47.12662525329979
181,48.17754823313955
182,47.46506240659991
183,47.57868538116763
184,47.2008929400444
185,47.631942067411245
186,46.42980841185427
187,47.58164517731929
188,46.89841164945118
189,46.955592840494866
190,47.8735165928698
191,47.27841405628428
192,47.28131568789715
193,47.07483743032974
194,48.13298376713109
195,47.59582987459251
196,47.595917315924154
197,48.23680476943345
198,47.709006466035135
199,47.7094022152865
200,48.12233269250739
201,47.87235117823396
202,47.547439806498794
203,48.240358841705564
204,48.285074718716764
205,47.56970659550288
206,47.53628945201759
207,47.901133587332936
208,47.07527405636053
209,47.76841934668535
210,47.17117082595323
211,47.909055523788005
212,47.888840741539646
213,47.69168297455115
214,47.639377873744806
215,47.754003503162366
216,47.71217755503261
217,48.19108529938095
218,47.16165115204048
219,48.79527729347439
220,48.66823987451828
221,48.649596482868475
222,47.955759586064666
223,48.99843692598383
224,48.30287611234453
225,48.16433445011255
226,48.22871689113135
227,49.38145696994149
228,48.86851644535262
229,48.23078762166996
230,48.52501555716696
231,48.58000515962742
232,48.46183428509224
233,48.77547919611524
234,48.89536754411135
235,48.70425464423769
236,49.156659820214436
237,48.33983981673729
238,48.01277617768394
239,49.27853751417814
240,48.995667303353876
241,49.26199792688579
242,48.64839539174529
243,49.26153376289541
244,48.886107380298895
245,49.08400342088001
246,49.28065074456859
247,49.389391893403925
248,48.531785690929965
249,49.82287679733027
250,49.02365337386094
251,48.44289100395996
252,49.19564570818182
253,49.97146820195165
254,49.317137975734234
255,49.211492929279736
256,48.95035293739321
257,49.81912205870538
258,49.33659681133663
259,49.014244466874224
260,48.55632474535602
261,49.90556731696114
262,50.44674643040231
263,49.53648513485632
264,49.23506207850935
265,49.31201205493459
266,49.692425318426324
267,50.149357524163676
268,49.43865202466077
269,49.60096938823133
270,49.21454060256801
271,50.193417787973466
272,49.502497652365676
273,48.877790361383575
274,49.0283824544158
275,48.39557111173291
276,50.3615351447323
277,49.057553305747525
278,50.40368702284572
279,49.428624651385945
280,51.390070397057556
281,50.273705027731275
282,49.68579245868515
283,50.379241462767034
284,50.02015294130592
285,49.97945008447643
286,50.26667145280019
287,48.662023288272856
288,49.871734208332846
289,50.14952746039668
290,49.94287107442786
291,49.33494917303437
292,49.36930275498004
293,51.079973897315895
294,49.53584069369993
295,49.987979323578976
296,49.79937527058696
297,50.51936679511153
298,51.05766931167737
299,50.15980730193232
300,48.963208612971336
301,49.84109646696721
302,50.273578899737835
303,50.133719769208426
304,49.65719505585124
305,50.73832828402878
306,50.7388010054767
307,50.88376307816486
308,50.52000616425544
309,50.69660721383405
310,50.24198833370181
311,49.69557003749072
312,50.052819301572946
313,49.69339622075218
314,50.15028544600142
315,50.20702793523561
316,50.60832157154426
317,50.31949085025546
318,50.551647106741974
319,50.373218174844794
320,51.156544972297134
321,49.72095070847202
322,49.36658707975818
323,50.324687590996135
324,50.3117118588234
325,49.823074679520595
326,49.87006723093827
327,51.04800998588113
328,49.98880687336985
329,50.8554283089913
330,49.90373236771738
331,50.453162061420244
332,50.95555306445231
333,50.44957295852949
334,50.9977801556363
335,51.190999716239965
336,50.25959377640514
337,51.229700702156734
338,50.49341284764209
339,49.21881171859187
340,50.29746844183346
341,50.874994056565065
