"time","vehicle.v","impureRandom.y"
0,0,0.01866068084620442
0,0,0.01866068084620442
0,0,0.01866068084620442
0.001975279285351181,-0.001000000100100031,0.01866068084620442
0.001975279285351181,-0.001000000100100031,0.01866068084620442
1,-0.4938179721713191,0.01866068084620442
1,-0.4938179721713191,0.01866068084620442
1.836808938088698,-0.0009999998998958962,0.01866068084620442
1.836808938088698,-0.0009999998998958962,0.01866068084620442
1.840307999857378,0.001000000100113031,0.01866068084620442
1.840307999857378,0.001000000100113031,0.01866068084620442
2,0.09049629182663554,0.01866068084620442
2,0.09049629182663554,0.01866068084620442
3,0.4989728841223758,0.01866068084620442
3,0.4989728841223758,0.01866068084620442
4,0.3744314891276027,0.01866068084620442
4,0.3744314891276027,0.01866068084620442
5,0.8042926669134032,0.01866068084620442
5,0.8042926669134032,0.01866068084620442
6,0.631969604819707,0.01866068084620442
6,0.631969604819707,0.01866068084620442
7,0.1927697834285198,0.01866068084620442
7,0.1927697834285198,0.01866068084620442
8,0.6492280930561313,0.01866068084620442
8,0.6492280930561313,0.01866068084620442
9,0.3913490587011466,0.01866068084620442
9,0.3913490587011466,0.01866068084620442
10,0.1739336697893906,0.01866068084620442
10,0.1739336697893906,0.1850244794434273
11,0.5197513993579246,0.1850244794434273
11,0.5197513993579246,0.1850244794434273
12,0.4404840221938258,0.1850244794434273
12,0.4404840221938258,0.1850244794434273
13,0.710026696327011,0.1850244794434273
13,0.710026696327011,0.1850244794434273
14,1.524804330000573,0.1850244794434273
14,1.524804330000573,0.1850244794434273
15,1.922318194788913,0.1850244794434273
15,1.922318194788913,0.1850244794434273
16,2.176874134760456,0.1850244794434273
16,2.176874134760456,0.1850244794434273
17,3.418627925310949,0.1850244794434273
17,3.418627925310949,0.1850244794434273
18,3.448108241530314,0.1850244794434273
18,3.448108241530314,0.1850244794434273
19,3.581724965784602,0.1850244794434273
19,3.581724965784602,0.1850244794434273
20,4.191950321849021,0.1850244794434273
20,4.191950321849021,0.3416579889994176
21,4.607415124996844,0.3416579889994176
21,4.607415124996844,0.3416579889994176
22,4.613459967498319,0.3416579889994176
22,4.613459967498319,0.3416579889994176
23,5.507621937231406,0.3416579889994176
23,5.507621937231406,0.3416579889994176
24,6.091697797422858,0.3416579889994176
24,6.091697797422858,0.3416579889994176
25,6.530862480086631,0.3416579889994176
25,6.530862480086631,0.3416579889994176
26,6.962042287951664,0.3416579889994176
26,6.962042287951664,0.3416579889994176
27,7.885659638025025,0.3416579889994176
27,7.885659638025025,0.3416579889994176
28,8.521061350085949,0.3416579889994176
28,8.521061350085949,0.3416579889994176
29,9.368486743564388,0.3416579889994176
29,9.368486743564388,0.3416579889994176
30,10.35328380932692,0.3416579889994176
30,10.35328380932692,0.7170800978013422
31,11.93992391030456,0.7170800978013422
31,11.93992391030456,0.7170800978013422
32,13.50197846393125,0.7170800978013422
32,13.50197846393125,0.7170800978013422
33,15.72010774627744,0.7170800978013422
33,15.72010774627744,0.7170800978013422
34,16.71243272942654,0.7170800978013422
34,16.71243272942654,0.7170800978013422
35,18.34279907853259,0.7170800978013422
35,18.34279907853259,0.7170800978013422
36,19.28431107633578,0.7170800978013422
36,19.28431107633578,0.7170800978013422
37,20.69711321035576,0.7170800978013422
37,20.69711321035576,0.7170800978013422
38,21.85976441439483,0.7170800978013422
38,21.85976441439483,0.7170800978013422
39,23.18511571423079,0.7170800978013422
39,23.18511571423079,0.7170800978013422
40,24.43269003881397,0.7170800978013422
40,24.43269003881397,0.3697653509174629
41,25.54220551048935,0.3697653509174629
41,25.54220551048935,0.3697653509174629
42,26.07460652954536,0.3697653509174629
42,26.07460652954536,0.3697653509174629
43,26.42989130752889,0.3697653509174629
43,26.42989130752889,0.3697653509174629
44,27.07295071137821,0.3697653509174629
44,27.07295071137821,0.3697653509174629
45,28.43902740364848,0.3697653509174629
45,28.43902740364848,0.3697653509174629
46,29.16297890925959,0.3697653509174629
46,29.16297890925959,0.3697653509174629
47,29.23685075337897,0.3697653509174629
47,29.23685075337897,0.3697653509174629
48,29.9208583165879,0.3697653509174629
48,29.9208583165879,0.3697653509174629
49,29.88487158263766,0.3697653509174629
49,29.88487158263766,0.3697653509174629
50,30.16280256907453,0.3697653509174629
50,30.16280256907453,0.86830181307418
51,30.62499071796481,0.86830181307418
51,30.62499071796481,0.86830181307418
52,32.67562508702843,0.86830181307418
52,32.67562508702843,0.86830181307418
53,33.50232630569396,0.86830181307418
53,33.50232630569396,0.86830181307418
54,34.6490339076507,0.86830181307418
54,34.6490339076507,0.86830181307418
55,35.18302415632066,0.86830181307418
55,35.18302415632066,0.86830181307418
56,35.99793308172138,0.86830181307418
56,35.99793308172138,0.86830181307418
57,37.29429587132894,0.86830181307418
