"time","G.y","G.u"
8.05,0.01957137833401083,0.01866068084620442
8.1,0.0195150790877465,0.01866068084620442
8.15,0.01944277952570848,0.01866068084620442
8.2,0.01935649135189848,0.01866068084620442
8.25,0.0192584571242286,0.01866068084620442
8.3,0.01915107533147077,0.01866068084620442
8.35,0.01903687705727896,0.01866068084620442
8.4,0.01891845489831308,0.01866068084620442
8.45,0.01879841239470377,0.01866068084620442
8.5,0.01867928348479626,0.01866068084620442
8.55,0.01856352162222069,0.01866068084620442
8.6,0.01845344064959186,0.01866068084620442
8.65,0.01835116129062297,0.01866068084620442
8.7,0.0182585760336583,0.01866068084620442
8.75,0.01817730828475504,0.01866068084620442
8.8,0.01810869377535662,0.01866068084620442
8.85,0.01805376752323468,0.01866068084620442
8.9,0.01801323298653085,0.01866068084620442
8.95,0.01798746049418784,0.01866068084620442
9,0.01797651909829411,0.01866068084620442
9.05,0.01798016437925647,0.01866068084620442
9.1,0.01799787906234972,0.01866068084620442
9.15,0.01802883959995891,0.01866068084620442
9.2,0.01807198532438879,0.01866068084620442
9.25,0.01812604689387969,0.01866068084620442
9.3,0.01818953624231715,0.01866068084620442
9.35,0.01826082860161232,0.01866068084620442
9.4,0.0183381945202652,0.01866068084620442
9.45,0.0184198340559284,0.01866068084620442
9.5,0.01850391505093825,0.01866068084620442
9.55,0.01858861116508376,0.01866068084620442
9.6,0.01867213108241092,0.01866068084620442
9.65,0.01875277259675958,0.01866068084620442
9.7,0.0188289442413338,0.01866068084620442
9.75,0.01889918978016743,0.01866068084620442
9.8,0.01896223302030968,0.01866068084620442
9.85,0.01901699151265172,0.01866068084620442
9.9,0.01906258883794536,0.01866068084620442
9.95,0.0190983585755618,0.01866068084620442
10,0.01912387581619476,0.01866068084620442
10.05,0.01913895907772973,0.01866068084620442
10.1,0.01914361505858079,0.01866068084620442
10.15,0.01913807395555546,0.01866068084620442
10.2,0.01912276008808644,0.01866068084620442
10.25,0.01909829963397981,0.01866068084620442
10.3,0.01906548767028152,0.01866068084620442
10.35,0.01902527518610616,0.01866068084620442
10.4,0.0189787220394833,0.01866068084620442
10.45,0.01892700778905599,0.01866068084620442
10.5,0.01887138123739057,0.01866068084620442
10.55,0.01881311767462801,0.01866068084620442
10.6,0.0187535307041864,0.01866068084620442
10.65,0.01869390735191274,0.01866068084620442
10.7,0.01863546708134443,0.01866068084620442
10.75,0.01857940017784091,0.01866068084620442
10.8,0.01852680085188735,0.01866068084620442
10.85,0.01847866210872788,0.01866068084620442
10.9,0.01843583998426757,0.01866068084620442
10.95,0.01839906421233172,0.01866068084620442
11,0.01836892001159373,0.01866068084620442
11.05,0.01834579704237448,0.01866068084620442
11.1,0.01832995365771753,0.01866068084620442
11.15,0.01832149471925622,0.01866068084620442
11.2,0.01832037199280563,0.01866068084620442
11.25,0.01832637872799386,0.01866068084620442
11.3,0.01833916406898291,0.01866068084620442
11.35,0.01835825600809811,0.01866068084620442
11.4,0.0183830492674623,0.01866068084620442
11.45,0.01841283885628076,0.01866068084620442
11.5,0.01844685165741074,0.01866068084620442
11.55,0.01848423913632381,0.01866068084620442
11.6,0.01852411293937297,0.01866068084620442
11.65,0.01856556313629386,0.01866068084620442
11.7,0.01860769010925371,0.01866068084620442
11.75,0.01864960069439017,0.01866068084620442
11.8,0.01869042455317571,0.01866068084620442
11.85,0.01872934285981133,0.01866068084620442
11.9,0.01876559884060262,0.01866068084620442
11.95,0.01879851738673102,0.01866068084620442
12,0.01882751867896991,0.01866068084620442
12.05,0.0188521151869162,0.01866068084620442
12.1,0.01887193458704994,0.01866068084620442
12.15,0.01888673736397701,0.01866068084620442
12.2,0.0188963704884271,0.01866068084620442
12.25,0.01890079793058485,0.01866068084620442
12.3,0.0189000841054881,0.01866068084620442
12.35,0.01889440415118841,0.01866068084620442
12.4,0.0188840307143758,0.01866068084620442
12.45,0.01886932717292067,0.01866068084620442
12.5,0.01885073300061333,0.01866068084620442
12.55,0.01882876582782392,0.01866068084620442
12.6,0.0188040033535175,0.01866068084620442
12.65,0.0187770233544974,0.01866068084620442
12.7,0.01874845976297465,0.01866068084620442
12.75,0.01871896788557985,0.01866068084620442
12.8,0.01868919827700569,0.01866068084620442
12.85,0.01865976497767246,0.01866068084620442
12.9,0.01863127443442775,0.01866068084620442
12.95,0.01860430921959664,0.01866068084620442
13,0.01857936602938911,0.01866068084620442
13.05,0.01855690854110352,0.01866068084620442
13.1,0.01853733882002122,0.01866068084620442
13.15,0.0185209590658143,0.01866068084620442
13.2,0.01850801462785663,0.01866068084620442
13.25,0.01849867448529846,0.01866068084620442
13.3,0.01849300887546154,0.01866068084620442
13.35,0.01849102290437401,0.01866068084620442
13.4,0.01849264562050113,0.01866068084620442
13.45,0.01849772274714342,0.01866068084620442
13.5,0.01850604199879452,0.01866068084620442
13.55,0.01851732632210349,0.01866068084620442
13.6,0.01853123955462259,0.01866068084620442
13.65,0.01854741013741144,0.01866068084620442
13.7,0.01856543041194742,0.01866068084620442
13.75,0.01858485201249149,0.01866068084620442
13.8,0.01860523996141654,0.01866068084620442
13.85,0.01862614413225416,0.01866068084620442
13.9,0.01864708703060269,0.01866068084620442
13.95,0.01866766078209547,0.01866068084620442
14,0.01868744931570141,0.01866068084620442
14.05,0.01870605697384486,0.01866068084620442
14.1,0.01872313194038274,0.01866068084620442
14.15,0.0187383680963852,0.01866068084620442
14.2,0.01875150494823698,0.01866068084620442
14.25,0.01876232362910386,0.01866068084620442
14.3,0.018770679037128,0.01866068084620442
14.35,0.01877646859178456,0.01866068084620442
14.4,0.0187796547192407,0.01866068084620442
14.45,0.01878025201631559,0.01866068084620442
14.5,0.01877833262719005,0.01866068084620442
14.55,0.0187740167535187,0.01866068084620442
14.6,0.01876747532607249,0.01866068084620442
14.65,0.01875891190297562,0.01866068084620442
14.7,0.01874857194958959,0.01866068084620442
14.75,0.01873673192071863,0.01866068084620442
14.8,0.01872368378110628,0.01866068084620442
14.85,0.01870973504981269,0.01866068084620442
14.9,0.01869520888881852,0.01866068084620442
14.95,0.01868042703577968,0.01866068084620442
15,0.01866570005687272,0.01866068084620442
15.05,0.01865133424195472,0.01866068084620442
15.1,0.01863762214852139,0.01866068084620442
15.15,0.01862482499516556,0.01866068084620442
15.2,0.01861317804823552,0.01866068084620442
15.25,0.01860289323115886,0.01866068084620442
15.3,0.01859414110001308,0.01866068084620442
15.35,0.01858705106728396,0.01866068084620442
15.4,0.01858172033821988,0.01866068084620442
15.45,0.01857820648461437,0.01866068084620442
15.5,0.01857652250507653,0.01866068084620442
15.55,0.01857664283879748,0.01866068084620442
15.6,0.01857851366793092,0.01866068084620442
15.65,0.01858204099930543,0.01866068084620442
15.7,0.01858709767376989,0.01866068084620442
15.75,0.01859352532243904,0.01866068084620442
15.8,0.01860114567543808,0.01866068084620442
15.85,0.01860976568113455,0.01866068084620442
15.9,0.01861916756913897,0.01866068084620442
15.95,0.01862913655939664,0.01866068084620442
16,0.01863944424441966,0.01866068084620442
16.05,0.01864986635222322,0.01866068084620442
16.1,0.01866018335467968,0.01866068084620442
16.15,0.01867018416066112,0.01866068084620442
16.2,0.01867966946341883,0.01866068084620442
16.25,0.01868846004549344,0.01866068084620442
16.3,0.0186963912864819,0.01866068084620442
16.35,0.01870332762552265,0.01866068084620442
16.4,0.01870915494749396,0.01866068084620442
16.45,0.0187137854029231,0.01866068084620442
16.5,0.01871716496650161,0.01866068084620442
16.55,0.01871925605619399,0.01866068084620442
16.6,0.01872006351752358,0.01866068084620442
16.65,0.01871960630914395,0.01866068084620442
16.7,0.01871793571773013,0.01866068084620442
16.75,0.01871512803706422,0.01866068084620442
16.8,0.01871127206810458,0.01866068084620442
16.85,0.01870648785447365,0.01866068084620442
16.9,0.01870089795803961,0.01866068084620442
16.95,0.01869464858427361,0.01866068084620442
17,0.01868789018641974,0.01866068084620442
17.05,0.018680778105358,0.01866068084620442
17.1,0.01867347417555497,0.01866068084620442
17.15,0.01866613451409636,0.01866068084620442
17.2,0.01865891445739115,0.01866068084620442
17.25,0.01865196078590114,0.01866068084620442
17.3,0.01864540943291487,0.01866068084620442
17.35,0.01863938394881104,0.01866068084620442
17.4,0.01863399457460813,0.01866068084620442
17.45,0.01862933031242096,0.01866068084620442
17.5,0.01862546971366031,0.01866068084620442
17.55,0.01862246394312985,0.01866068084620442
17.6,0.01862034967734342,0.01866068084620442
17.65,0.01861914405638657,0.01866068084620442
17.7,0.0186188398023822,0.01866068084620442
17.75,0.01861941979323628,0.01866068084620442
17.8,0.0186208388154262,0.01866068084620442
17.85,0.01862304450298837,0.01866068084620442
17.9,0.01862596435967172,0.01866068084620442
17.95,0.01862951357692539,0.01866068084620442
18,0.01863360128992418,0.01866068084620442
18.05,0.01863812163966764,0.01866068084620442
18.1,0.01864297012871749,0.01866068084620442
18.15,0.01864803313943988,0.01866068084620442
18.2,0.0186531987031958,0.01866068084620442
18.25,0.0186583565758555,0.01866068084620442
18.3,0.01866339897347457,0.01866068084620442
18.35,0.01866822453507259,0.01866068084620442
18.4,0.01867274031329938,0.01866068084620442
18.45,0.0186768607915942,0.01866068084620442
18.5,0.01868051357329289,0.01866068084620442
18.55,0.01868363770259559,0.01866068084620442
18.6,0.01868618323927099,0.01866068084620442
18.65,0.01868811834391015,0.01866068084620442
18.7,0.01868941831913391,0.01866068084620442
18.75,0.01869007939790268,0.01866068084620442
18.8,0.0186901068550161,0.01866068084620442
18.85,0.01868951955229583,0.01866068084620442
18.9,0.01868835157402954,0.01866068084620442
18.95,0.01868664231262168,0.01866068084620442
19,0.01868444794227494,0.01866068084620442
19.05,0.01868182688245171,0.01866068084620442
19.1,0.01867884859822489,0.01866068084620442
19.15,0.0186755869509367,0.01866068084620442
19.2,0.01867211743427385,0.01866068084620442
19.25,0.01866852048823171,0.01866068084620442
19.3,0.01866487383466961,0.01866068084620442
19.35,0.01866125567345999,0.01866068084620442
19.4,0.01865774053320248,0.01866068084620442
19.45,0.01865439818873791,0.01866068084620442
19.5,0.01865129257795482,0.01866068084620442
19.55,0.01864848172533061,0.01866068084620442
19.6,0.01864601343034486,0.01866068084620442
19.65,0.01864393000228053,0.01866068084620442
19.7,0.01864226141720201,0.01866068084620442
19.75,0.01864102915008128,0.01866068084620442
19.8,0.01864024634986381,0.01866068084620442
19.85,0.01863991282706293,0.01866068084620442
19.9,0.01864002410261129,0.01866068084620442
19.95,0.01864056135661802,0.01866068084620442
20,0.01864150095881778,0.01866068084620442
20,0.01864150095881778,0.1850244794434273
20.05,0.0187097713882563,0.1850244794434273
20.1,0.01915764774014979,0.1850244794434273
20.15,0.02030639619070081,0.1850244794434273
20.2,0.02241494895566725,0.1850244794434273
20.25,0.02567979172519803,0.1850244794434273
20.3,0.03023716554468627,0.1850244794434273
20.35,0.03616518900268687,0.1850244794434273
20.4,0.04348711233047618,0.1850244794434273
20.45,0.05217532197110264,0.1850244794434273
20.5,0.0621558251925768,0.1850244794434273
20.55,0.07331330793873582,0.1850244794434273
20.6,0.08549674132355391,0.1850244794434273
20.65,0.09852530218327138,0.1850244794434273
20.7,0.1121945452946555,0.1850244794434273
20.75,0.126282713296774,0.1850244794434273
20.8,0.1405570704760875,0.1850244794434273
20.85,0.1547801276961574,0.1850244794434273
20.9,0.1687156527324896,0.1850244794434273
20.95,0.1821343753735454,0.1850244794434273
21,0.1948192582299079,0.1850244794434273
21.05,0.2065702851026197,0.1850244794434273
21.1,0.2172086536023966,0.1850244794434273
21.15,0.2265803431100652,0.1850244794434273
21.2,0.2345589908265426,0.1850244794434273
21.25,0.2410480477609149,0.1850244794434273
21.3,0.2459822120829591,0.1850244794434273
21.35,0.2493281068883565,0.1850244794434273
21.4,0.2510842622587356,0.1850244794434273
21.45,0.2512803703436608,0.1850244794434273
21.5,0.2499759214943619,0.1850244794434273
21.55,0.2472582017528043,0.1850244794434273
21.6,0.2432397881874825,0.1850244794434273
21.65,0.2380555432789412,0.1850244794434273
21.7,0.2318592524962798,0.1850244794434273
21.75,0.2248199344155946,0.1850244794434273
21.8,0.2171179528051303,0.1850244794434273
21.85,0.2089409942362365,0.1850244794434273
21.9,0.200480012909961,0.1850244794434273
21.95,0.1919252252485326,0.1850244794434273
22,0.1834622386875167,0.1850244794434273
22.05,0.1752683886219621,0.1850244794434273
22.1,0.1675093630498686,0.1850244794434273
22.15,0.1603361600206211,0.1850244794434273
22.2,0.1538824575219777,0.1850244794434273
22.25,0.1482624025700655,0.1850244794434273
22.3,0.1435688973657339,0.1850244794434273
22.35,0.1398723508343578,0.1850244794434273
22.4,0.1372199649111682,0.1850244794434273
22.45,0.1356354940191868,0.1850244794434273
22.5,0.1351195249063583,0.1850244794434273
22.55,0.1356502081280327,0.1850244794434273
22.6,0.1371844432228109,0.1850244794434273
22.65,0.1396594637212455,0.1850244794434273
22.7,0.1429947777764368,0.1850244794434273
22.75,0.1470944219296417,0.1850244794434273
22.8,0.1518494556117695,0.1850244794434273
22.85,0.1571406558448874,0.1850244794434273
22.9,0.1628413307856217,0.1850244794434273
22.95,0.1688202062592956,0.1850244794434273
23,0.1749443112074411,0.1850244794434273
23.05,0.1810818075466405,0.1850244794434273
23.1,0.1871047088419124,0.1850244794434273
23.15,0.1928914263602892,0.1850244794434273
23.2,0.1983291087089344,0.1850244794434273
23.25,0.2033157166394869,0.1850244794434273
23.3,0.2077618131695027,0.1850244794434273
23.35,0.2115920306831016,0.1850244794434273
23.4,0.2147461976165757,0.1850244794434273
23.45,0.2171801172601301,0.1850244794434273
23.5,0.2188659801346828,0.1850244794434273
23.55,0.2197924337724921,0.1850244794434273
23.6,0.2199642922654824,0.1850244794434273
23.65,0.2194019347553799,0.1850244794434273
23.7,0.2181403806683332,0.1850244794434273
23.75,0.216228106848314,0.1850244794434273
23.8,0.2137256044833799,0.1850244794434273
23.85,0.2107037466540741,0.1850244794434273
23.9,0.2072419783701288,0.1850244794434273
23.95,0.2034263941508777,0.1850244794434273
24,0.1993477326035519,0.1850244794434273
24.05,0.1950993398166566,0.1850244794434273
24.1,0.1907751422178978,0.1850244794434273
24.15,0.1864676716086712,0.1850244794434273
24.2,0.1822661807223178,0.1850244794434273
24.25,0.1782548892060082,0.1850244794434273
24.3,0.1745113852903409,0.1850244794434273
24.35,0.1711052231583286,0.1850244794434273
24.4,0.1680967226898735,0.1850244794434273
24.45,0.1655360111337056,0.1850244794434273
24.5,0.1634622940434076,0.1850244794434273
24.55,0.1619033916236807,0.1850244794434273
24.6,0.1608755116537002,0.1850244794434273
24.65,0.1603832856824374,0.1850244794434273
24.7,0.1604200344337064,0.1850244794434273
24.75,0.1609682670249953,0.1850244794434273
24.8,0.1620003871733328,0.1850244794434273
24.85,0.1634795869024882,0.1850244794434273
24.9,0.1653609069880224,0.1850244794434273
24.95,0.1675924294078977,0.1850244794434273
25,0.1701165922758001,0.1850244794434273
25.05,0.1728715470902035,0.1850244794434273
25.1,0.1757925524887985,0.1850244794434273
25.15,0.1788134935625587,0.1850244794434273
25.2,0.1818682400310706,0.1850244794434273
25.25,0.1848920642149744,0.1850244794434273
25.3,0.1878229417106891,0.1850244794434273
25.35,0.1906027505619,0.1850244794434273
25.4,0.1931783506572632,0.1850244794434273
25.45,0.1955025349720393,0.1850244794434273
25.5,0.1975348227998115,0.1850244794434273
25.55,0.1992421014653572,0.1850244794434273
25.6,0.2005990963074227,0.1850244794434273
25.65,0.2015886143720616,0.1850244794434273
25.7,0.2022016640432074,0.1850244794434273
25.75,0.2024373832465714,0.1850244794434273
25.8,0.2023027876354392,0.1850244794434273
25.85,0.2018124230175443,0.1850244794434273
25.9,0.200987762313898,0.1850244794434273
25.95,0.1998565646949676,0.1850244794434273
26,0.198452100056636,0.1850244794434273
26.05,0.1968122767673921,0.1850244794434273
26.1,0.1949787200799259,0.1850244794434273
26.15,0.1929957682412942,0.1850244794434273
26.2,0.1909094651693167,0.1850244794434273
26.25,0.1887665533038318,0.1850244794434273
26.3,0.1866134772661786,0.1850244794434273
26.35,0.1844954269326198,0.1850244794434273
26.4,0.1824554241488751,0.1850244794434273
26.45,0.1805335062010544,0.1850244794434273
26.5,0.1787659843066847,0.1850244794434273
26.55,0.1771848039924931,0.1850244794434273
26.6,0.175817025398341,0.1850244794434273
26.65,0.1746843847628479,0.1850244794434273
26.7,0.1738030409830879,0.1850244794434273
26.75,0.1731834087425307,0.1850244794434273
26.8,0.1728301194187568,0.1850244794434273
26.85,0.1727421124315791,0.1850244794434273
26.9,0.1729128227532237,0.1850244794434273
26.95,0.1733304991060916,0.1850244794434273
27,0.1739786263375441,0.1850244794434273
27.05,0.1748364086763516,0.1850244794434273
27.1,0.1758793388557383,0.1850244794434273
27.15,0.1770798297212471,0.1850244794434273
27.2,0.178407871503097,0.1850244794434273
27.25,0.1798317583453755,0.1850244794434273
27.3,0.181318788849554,0.1850244794434273
27.35,0.1828359795437696,0.1850244794434273
27.4,0.1843507599561288,0.1850244794434273
27.45,0.1858316425745744,0.1850244794434273
27.5,0.1872488447276447,0.1850244794434273
27.55,0.188574851212709,0.1850244794434273
27.6,0.1897849170667312,0.1850244794434273
27.65,0.1908574936878504,0.1850244794434273
27.7,0.1917745808697579,0.1850244794434273
27.75,0.1925219968305782,0.1850244794434273
27.8,0.1930895353110702,0.1850244794434273
27.85,0.1934710612070922,0.1850244794434273
27.9,0.1936645099231601,0.1850244794434273
27.95,0.1936717952823188,0.1850244794434273
28,0.1934986677229757,0.1850244794434273
28.05,0.1931544424143856,0.1850244794434273
28.1,0.1926517045797926,0.1850244794434273
28.15,0.1920059450009278,0.1850244794434273
28.2,0.191235142872711,0.1850244794434273
28.25,0.1903593203731001,0.1850244794434273
28.3,0.1894000514926078,0.1850244794434273
28.35,0.1883799637568555,0.1850244794434273
28.4,0.1873222369735191,0.1850244794434273
28.45,0.1862501025336056,0.1850244794434273
28.5,0.1851863585429074,0.1850244794434273
28.55,0.1841529033040053,0.1850244794434273
28.6,0.1831703120195644,0.1850244794434273
28.65,0.182257449725292,0.1850244794434273
28.7,0.1814311318497415,0.1850244794434273
28.75,0.180705842378208,0.1850244794434273
28.8,0.1800934920355599,0.1850244794434273
28.85,0.1796032656840493,0.1850244794434273
28.9,0.1792415146828617,0.1850244794434273
28.95,0.1790117121895371,0.1850244794434273
29,0.1789144741984448,0.1850244794434273
29.05,0.1789476302034324,0.1850244794434273
29.1,0.1791063591616936,0.1850244794434273
29.15,0.1793833814782117,0.1850244794434273
29.2,0.1797691824052655,0.1850244794434273
29.25,0.1802522811016439,0.1850244794434273
29.3,0.1808195344314683,0.1850244794434273
29.35,0.1814564543280213,0.1850244794434273
29.4,0.1821475662050579,0.1850244794434273
29.45,0.1828767550932077,0.1850244794434273
29.5,0.1836276219615258,0.1850244794434273
29.55,0.1843838340430184,0.1850244794434273
29.6,0.1851294645362446,0.1850244794434273
29.65,0.1858493124445942,0.1850244794434273
29.7,0.1865291941960077,0.1850244794434273
29.75,0.1871562074342193,0.1850244794434273
29.8,0.1877189585374304,0.1850244794434273
29.85,0.1882077539054526,0.1850244794434273
29.9,0.1886147523939284,0.1850244794434273
29.95,0.1889340610959963,0.1850244794434273
30,0.1891618007706342,0.1850244794434273
30.05,0.1892961231417491,0.1850244794434273
30.1,0.1893371819914801,0.1850244794434273
30.15,0.1892870785513255,0.1850244794434273
30.2,0.1891497410601108,0.1850244794434273
30.25,0.1889307908288907,0.1850244794434273
30.3,0.1886373722802304,0.1850244794434273
30.35,0.1882779546169657,0.1850244794434273
30.4,0.1878621175396916,0.1850244794434273
30.45,0.1874003119731548,0.1850244794434273
30.5,0.1869036144718488,0.1850244794434273
30.55,0.1863834786472377,0.1850244794434273
30.6,0.1858514844300426,0.1850244794434273
30.65,0.1853190932195533,0.1850244794434273
30.7,0.184797410553817,0.1850244794434273
30.75,0.1842969675849063,0.1850244794434273
30.8,0.1838275200552587,0.1850244794434273
30.85,0.1833978693189883,0.1850244794434273
30.9,0.1830157108828185,0.1850244794434273
30.95,0.1826875025900454,0.1850244794434273
31,0.1824183756138096,0.1850244794434273
31.05,0.1822120686602287,0.1850244794434273
31.1,0.1820708930824479,0.1850244794434273
31.15,0.1819957309994854,0.1850244794434273
31.2,0.1819860589269666,0.1850244794434273
31.25,0.1820400038996589,0.1850244794434273
31.3,0.1821544295035847,0.1850244794434273
31.35,0.1823250380394779,0.1850244794434273
31.4,0.1825464968404473,0.1850244794434273
31.45,0.1828125834448993,0.1850244794434273
31.5,0.1831163384291797,0.1850244794434273
31.55,0.1834502411839752,0.1850244794434273
31.6,0.1838063805015078,0.1850244794434273
31.65,0.1841766318686731,0.1850244794434273
31.7,0.1845528334166692,0.1850244794434273
31.75,0.1849269575705424,0.1850244794434273
31.8,0.185291274841992,0.1850244794434273
31.85,0.1856385043351148,0.1850244794434273
