"time","tf.y","step.y","add.y"
0,0,0,-0.01451264912818583
0,0,0,-0.01451264912818583
0,0,0,-0.01451264912818583
0.02999850007499625,0,0,-0.01451264912818583
0.03,0,0,-0.01451264912818583
0.03,0,0,-0.01013871881537941
0.0599970001499925,0,0,-0.01013871881537941
0.06,0,0,-0.01013871881537941
0.06,0,0,-0.003360285985051101
0.08999550022498876,0,0,-0.003360285985051101
0.09,0,0,-0.003360285985051101
0.09,0,0,0.01501534447798449
0.119994000299985,0,0,0.01501534447798449
0.12,0,0,0.01501534447798449
0.12,0,0,-0.007808669870924086
0.1499925003749812,0,0,-0.007808669870924086
0.15,0,0,-0.007808669870924086
0.15,0,0,-0.005593073325337119
0.1799910004499775,0,0,-0.005593073325337119
0.18,0,0,-0.005593073325337119
0.18,0,0,0.008357377137223412
0.2099895005249738,0,0,0.008357377137223412
0.21,0,0,0.008357377137223412
0.21,0,0,-0.01868024074413544
0.23998800059997,0,0,-0.01868024074413544
0.24,0,0,-0.01868024074413544
0.24,0,0,-0.01118552660674153
0.2699865006749663,0,0,-0.01118552660674153
0.27,0,0,-0.01118552660674153
0.27,0,0,-0.01325614917435002
0.2999850007499625,0,0,-0.01325614917435002
0.3,0,0,-0.01325614917435002
0.3,0,0,-0.001900988429199526
0.3299835008249588,0,0,-0.001900988429199526
0.3300000000000001,0,0,-0.001900988429199526
0.3300000000000001,0,0,0.01251904782955323
0.359982000899955,0,0,0.01251904782955323
0.3600000000000001,0,0,0.01251904782955323
0.3600000000000001,0,0,-0.007095991747262885
0.3899805009749512,0,0,-0.007095991747262885
0.3900000000000001,0,0,-0.007095991747262885
0.3900000000000001,0,0,0.01289931131339722
0.4199790010499475,0,0,0.01289931131339722
0.4200000000000002,0,0,0.01289931131339722
0.4200000000000002,0,0,0.006374057599285157
0.4499775011249438,0,0,0.006374057599285157
0.4500000000000002,0,0,0.006374057599285157
0.4500000000000002,0,0,0.008050921450389369
0.47997600119994,0,0,0.008050921450389369
0.4800000000000002,0,0,0.008050921450389369
0.4800000000000002,0,0,0.009987177650648034
0.5099745012749363,0,0,0.009987177650648034
0.5100000000000002,0,0,0.009987177650648034
0.5100000000000002,0,0,-0.01233500262475909
0.5399730013499325,0,0,-0.01233500262475909
0.5400000000000003,0,0,-0.01233500262475909
0.5400000000000003,0,0,-0.006349157489426572
0.5699715014249288,0,0,-0.006349157489426572
0.5700000000000003,0,0,-0.006349157489426572
0.5700000000000003,0,0,-0.003891105504455579
0.599970001499925,0,0,-0.003891105504455579
0.6000000000000003,0,0,-0.003891105504455579
0.6000000000000003,0,0,-0.007513933011006028
0.6299685015749212,0,0,-0.007513933011006028
0.6300000000000003,0,0,-0.007513933011006028
0.6300000000000003,0,0,-0.000455179409231295
0.6599670016499175,0,0,-0.000455179409231295
0.6600000000000004,0,0,-0.000455179409231295
0.6600000000000004,0,0,0.01619996425898784
0.6899655017249138,0,0,0.01619996425898784
0.6900000000000004,0,0,0.01619996425898784
0.6900000000000004,0,0,-0.0149941136412454
0.71996400179991,0,0,-0.0149941136412454
0.7200000000000004,0,0,-0.0149941136412454
0.7200000000000004,0,0,0.001407292573638641
0.7499625018749062,0,0,0.001407292573638641
0.7500000000000004,0,0,0.001407292573638641
0.7500000000000004,0,0,-0.008720770866449616
0.7799610019499025,0,0,-0.008720770866449616
0.7800000000000005,0,0,-0.008720770866449616
0.7800000000000005,0,0,-0.02639823762454332
0.8099595020248987,0,0,-0.02639823762454332
0.8100000000000005,0,0,-0.02639823762454332
0.8100000000000005,0,0,-0.006981261357834552
0.839958002099895,0,0,-0.006981261357834552
0.8400000000000005,0,0,-0.006981261357834552
