t1,u,s,t2,y
0,0,,0,0
0.000005999999999999999,0,,0.000005999999999999999,7.076321792989301e-12
0.000011999999999999999,0,,0.000011999999999999999,1.2337102888783186e-10
0.000023999999999999997,0,,0.000023999999999999997,-5.930949619705132e-10
0.000047999999999999994,0,,0.000047999999999999994,7.594587709367722e-10
0.00008452643050797489,0,,0.00008452643050797489,-7.87797882753394e-10
0.00015757929152392466,0,,0.00015757929152392466,7.69678534682492e-10
0.0003036850135558242,0,,0.0003036850135558242,-7.724846055960481e-10
0.0005812858854164333,0,,0.0005812858854164333,1.3256569879822036e-12
0.001,0,,0.001,1.801043705392042e-12
0.001000001,0.00999999999913264,,0.001000001,0.000037397850528911394
0.001000003,0.029999999999566318,,0.001000003,0.00009446891298662549
0.001000007,0.07000000000043369,,0.001000007,0.00014389708121007435
0.00100001,0.1,,0.00100001,0.00015355123695055234
0.0010000104957468728,0.1,,0.0010000104957468728,0.0001332999594981758
0.0010000114872406184,0.1,,0.0010000114872406184,0.00009766567457062754
0.0010000134702281094,0.1,,0.0010000134702281094,0.000052505322282052546
0.0010000174362030914,0.1,,0.0010000174362030914,0.000012364186529905387
0.0010000233985663883,0.1,,0.0010000233985663883,5.05973956939995e-7
0.0010000310532090417,0.1,,0.0010000310532090417,1.5040123036201874e-7
0.0010000429480305538,0.1,,0.0010000429480305538,-1.0538172319489659e-7
0.0010000667376735778,0.1,,0.0010000667376735778,1.12837155332564e-7
0.0010001143169596257,0.1,,0.0010001143169596257,-1.1460847761259689e-7
0.0010002047176031169,0.1,,0.0010002047176031169,1.9442345047964594e-8
0.0010003855188900994,0.1,,0.0010003855188900994,2.8609893845426047e-10
0.0010007471214640645,0.1,,0.0010007471214640645,2.473012091389919e-8
0.0010014703266119946,0.1,,0.0010014703266119946,5.1133056304476035e-8
0.0010029167369078548,0.1,,0.0010029167369078548,2.227396173245e-7
0.001005809557499575,0.1,,0.001005809557499575,8.394013915090441e-7
0.0010115951986830157,0.1,,0.0010115951986830157,0.0000033606092790860763
0.001023166481049897,0.1,,0.001023166481049897,0.00001335051073969898
0.0010463090457836597,0.1,,0.0010463090457836597,0.000053162052977336294
0.001092594175251185,0.1,,0.001092594175251185,0.0002107570735363061
0.0011851644341862356,0.1,,0.0011851644341862356,0.0008287528801423338
0.001370304952056337,0.1,,0.001370304952056337,0.0032018799775795134
0.0017405859877965392,0.1,,0.0017405859877965392,0.011916428586875064
0.002340585987796539,0.1,,0.002340585987796539,0.0346213639852036
0.002940585987796539,0.1,,0.002940585987796539,0.0642109556271743
0.0035405859877965387,0.1,,0.0035405859877965387,0.09665234232542431
0.004140585987796539,0.1,,0.004140585987796539,0.1287257313949878
0.004740585987796538,0.1,,0.004740585987796538,0.1580633259834033
0.005340585987796538,0.1,,0.005340585987796538,0.1831132579480708
0.005940585987796538,0.1,,0.005940585987796538,0.20304975575974626
0.006540585987796538,0.1,,0.006540585987796538,0.21765092707193326
0.007140585987796538,0.1,,0.007140585987796538,0.22716109606543078
0.007740585987796538,0.1,,0.007740585987796538,0.23215294169491768
0.008340585987796538,0.1,,0.008340585987796538,0.23339934261285505
0.008940585987796538,0.1,,0.008940585987796538,0.23176300911112666
0.009510585987796537,0.1,,0.009510585987796537,0.22843834680416064
0.010110585987796537,0.1,,0.010110585987796537,0.2236838233831469
0.010710585987796537,0.1,,0.010710585987796537,0.21824674008883108
0.011310585987796537,0.1,,0.011310585987796537,0.21280007826126396
0.011910585987796537,0.1,,0.011910585987796537,0.2077643671925687
0.012510585987796537,0.1,,0.012510585987796537,0.20342099228542543
0.013110585987796537,0.1,,0.013110585987796537,0.199926199015174
0.013710585987796536,0.1,,0.013710585987796536,0.19733111854234706
0.014310585987796536,0.1,,0.014310585987796536,0.19560473873585865
0.014910585987796536,0.1,,0.014910585987796536,0.19465730193111044
0.015510585987796536,0.1,,0.015510585987796536,0.1943622261187294
0.016110585987796536,0.1,,0.016110585987796536,0.19457524298316853
0.016710585987796536,0.1,,0.016710585987796536,0.19514999733623756
0.017310585987796535,0.1,,0.017310585987796535,0.19594981502895972
0.017910585987796535,0.1,,0.017910585987796535,0.19685571672653945
0.018510585987796535,0.1,,0.018510585987796535,0.1977710232661317
0.019110585987796535,0.1,,0.019110585987796535,0.19862307050952732
0.019710585987796535,0.1,,0.019710585987796535,0.19936264251073513
0.020310585987796535,0.1,,0.020310585987796535,0.1999617493906935
0.020910585987796534,0.1,,0.020910585987796534,0.20041034502742372
0.021510585987796534,0.1,,0.021510585987796534,0.2007125066801209
0.022110585987796534,0.1,,0.022110585987796534,0.20088250855009246
0.022710585987796534,0.1,,0.022710585987796534,0.2009411168434529
0.023310585987796534,0.1,,0.023310585987796534,0.2009123349108077
0.023910585987796534,0.1,,0.023910585987796534,0.2008207322474435
0.024510585987796533,0.1,,0.024510585987796533,0.20068941398995568
0.025110585987796533,0.1,,0.025110585987796533,0.20053862180657664
0.025710585987796533,0.1,,0.025710585987796533,0.20038491311938297
0.026310585987796533,0.1,,0.026310585987796533,0.20024083255051742
0.026910585987796533,0.1,,0.026910585987796533,0.20011497609379078
0.027510585987796533,0.1,,0.027510585987796533,0.20001234128378992
0.028110585987796533,0.1,,0.028110585987796533,0.19993486465708624
0.028710585987796532,0.1,,0.028710585987796532,0.1998820559560663
0.029310585987796532,0.1,,0.029310585987796532,0.19985165708947164
0.029910585987796532,0.1,,0.029910585987796532,0.19984026740365665
0.03,0.1,,0.03,0.19984000765654242
